artist,album,track_name,energy,valence,danceability,speechiness,acousticness,popularity,duration
Håkan Hellström,Din tid kommer (Otto Knows Remix),Din tid kommer - Otto Knows Remix,0.862,0.441,0.542,0.0969,0.251,58,286.875
Sido,Ich & keine Maske,Beste Zeit,0.724,0.448,0.763,0.236,0.113,52,167.275
Murda,DOĞA,Eșkiya,0.723,0.503,0.759,0.272,0.00691,51,147.161
French Montana,No Stylist,No Stylist (feat. Drake),0.704,0.498,0.765,0.127,0.0215,73,192.172
Aliyah,On The Low,On The Low,0.587,0.78,0.86,0.0681,0.195,46,136.421
MIST,Different Strokes (feat. Lotto Ash),Different Strokes (feat. Lotto Ash),0.571,0.795,0.537,0.319,0.164,47,209.67
Murda,EH BABA,EH BABA,0.655,0.471,0.884,0.301,0.362,50,134.072
Rochy RD,Rumba,Rumba,0.919,0.572,0.859,0.275,0.0381,55,195.291
QueQuality,untitled01,Pokaż - Remix,0.603,0.552,0.731,0.097,0.0716,46,290
D&A,MGP 2020,Boombadah basta,0.846,0.932,0.802,0.0375,0.0157,39,178.077
Khalid,Know Your Worth,Know Your Worth,0.744,0.665,0.819,0.0799,0.0133,72,191.068
J-Dawg,Disco Demolition 2018 (Stabekk Anthem),Disco Demolition 2018 (Stabekk Anthem),0.657,0.562,0.841,0.22,0.351,56,198.448
8 Kambarys,Panacėja,Vieną Naktį,0.475,0.169,0.747,0.0772,0.224,25,238.086
Auður,AFSAKANIR,2020 (feat. ClubDub & Valdimar Guðmundsson),0.46,0.854,0.779,0.105,0.416,32,173.293
Lynda,Adieu,Adieu,0.715,0.592,0.456,0.0559,0.389,57,221.392
Alfa,"TesTa TrA Le NuVoLE, pT. 2","TesTa TrA Le NuVoLE, pT. 2",0.512,0.604,0.568,0.0735,0.0236,75,180
Nikk,Yaari,Yaari,0.557,0.395,0.587,0.106,0.427,61,177.75
Lazza,Re Mida,Povero Te,0.875,0.476,0.774,0.104,0.0906,42,193.04
Szpaku,Kochaj Mnie,Kochaj Mnie,0.546,0.0848,0.514,0.0676,0.306,48,185.143
Bing Crosby,White Christmas,Mele Kalikimaka (Merry Christmas),0.224,0.62,0.5,0.0935,0.646,43,175.333
Badshah,ONE (Original Never Ends),Mercy,0.767,0.786,0.835,0.0877,0.0716,44,162.405
Nissy,トリコ / Relax & Chill,トリコ,0.799,0.719,0.632,0.036,0.0855,41,232.44
Lil Lano,Hollywood Hills,Hollywood Hills,0.568,0.917,0.864,0.186,0.366,54,192.312
Feid,Ron (Remix),Ron - Remix,0.685,0.925,0.763,0.0602,0.27,63,187.72
Brytiago,Te Falle,Te Falle,0.512,0.834,0.81,0.347,0.524,65,198.067
Einár,Welcome To Sweden,Outro,0.675,0.677,0.792,0.324,0.104,54,114.067
YOUNGOHM,รถด่วนขบวนสุดท้าย,รถด่วนขบวนสุดท้าย,0.521,0.306,0.783,0.0465,0.0541,35,205.361
O-Pavee,คนถูกเท(Dejavu),คนถูกเท(Dejavu),0.462,0.152,0.712,0.0295,0.0856,38,249.375
Pezet,Gorzka woda (prod. Auer),Gorzka woda (prod. Auer),0.858,0.396,0.638,0.0623,0.012,27,289.853
KSI,Dissimulation,Bad Lil Vibe (feat. Jeremih),0.669,0.146,0.571,0.0619,0.0391,71,137.544
Kamelen,KINGPIN SLIM,Vil Ba Vekk,0.664,0.505,0.662,0.291,0.0927,50,209.408
Bebe Rexha,Expectations,I'm a Mess,0.694,0.216,0.63,0.0253,0.00281,79,195.519
Zakkum,Hatıran Yeter,Hatıran Yeter,0.478,0.513,0.584,0.0316,0.359,50,225.575
Ellinoora,Vaaleanpunainen vallankumous,Nuoruuden oodi,0.59,0.19,0.609,0.0307,0.146,35,261.628
Branco,EURO CONNECTION,MOTIVATION,0.544,0.661,0.715,0.094,0.42,43,160.786
Marília Mendonça,"Todos Os Cantos, Vol. 1 (Ao Vivo)",Bye Bye - Ao Vivo,0.798,0.439,0.738,0.0572,0.12,66,166.199
Ravid Plotnik,ועכשיו לחלק האומנותי,שווארמה,0.422,0.52,0.348,0.0515,0.362,42,230.48
Calixto Ochoa,El niño inteligente,Los sabanales,0.696,0.78,0.804,0.0439,0.1,13,161.881
Samra,Jibrail & Iblis,COLT,0.512,0.208,0.711,0.416,0.383,60,179.773
AKA,F.R.E.E (feat. Riky Rick & DJ Tira),F.R.E.E (feat. Riky Rick & DJ Tira),0.888,0.738,0.789,0.207,0.0354,32,234.924
Kosso,Weeg 't,Weeg 't,0.654,0.852,0.824,0.254,0.0214,47,172.292
Piso 21,Te Vi,Te Vi,0.777,0.706,0.877,0.117,0.0446,80,231.848
Sokół,Wojtek Sokół,MC Hasselblad,0.732,0.273,0.63,0.201,0.0205,45,235.227
Drake,Dark Lane Demo Tapes,Demons (feat. Fivio Foreign & Sosa Geek),0.766,0.729,0.543,0.343,0.423,79,204.805
Moshe Peretz,שמלה לבנה,שמלה לבנה,0.714,0.882,0.738,0.142,0.277,22,163.44
Topi Latukka,Täydellisii paperil,Täydellisii paperil,0.825,0.356,0.568,0.0821,0.00454,36,191.216
The Chainsmokers,World War Joy,Call You Mine,0.702,0.501,0.591,0.0289,0.225,16,217.653
Anirudh Ravichander,Gang Leader (Original Motion Picture Soundtrack),Gangu Leader,0.86,0.644,0.775,0.269,0.288,49,198.835
Loud Luxury,Nights Like This,Cold Feet,0.672,0.225,0.715,0.0331,0.0111,66,175.152
MEGA-Ertsi,Kiitos & anteeksi,Kiitos & anteeksi,0.571,0.554,0.804,0.0434,0.129,27,226.75
Stepz,STEPZOLOGI,Cinco De Mayo,0.709,0.524,0.604,0.427,0.0301,51,168.663
Elisa,Diari Aperti,Anche Fragile,0.578,0.147,0.435,0.032,0.275,62,239.693
Kymppilinja,Aallot,Aallot,0.857,0.625,0.64,0.114,0.0373,44,235.396
Tinlicker,Because You Move Me,Because You Move Me,0.435,0.166,0.789,0.149,0.691,65,196.375
senjasa,Man Nepatinka,Man Nepatinka,0.666,0.479,0.85,0.0656,0.168,37,182.143
Newkid,MOUNT JHUN,Kanske var vi rätt bra ändå,0.489,0.402,0.526,0.298,0.124,66,153.581
Marlon,Tequila y Candela,Tequila y Candela,0.804,0.732,0.605,0.0629,0.0338,65,172.345
Rocco Hunt,Libertà,Maledetto Sud (feat. Clementino),0.637,0.293,0.592,0.336,0.0742,44,225.56
Young Igi,Pamiętnik EX,Pamiętnik EX,0.748,0.758,0.788,0.0668,0.0639,46,170.353
Molly Sandén,Större,Större,0.642,0.424,0.652,0.124,0.126,55,209.413
Katie Sky,Monsters,Monsters,0.67,0.614,0.501,0.0696,0.26,58,217.841
MC Menor Mr,Coração Bandido,Coração Bandido,0.489,0.794,0.917,0.175,0.228,16,142.154
RÜFÜS DU SOL,Bloom,Innerbloom,0.72,0.0388,0.729,0.0371,0.125,47,578.041
Sergei Barracuda,Medusa,Jediná Věc,0.499,0.364,0.734,0.226,0.279,35,230.36
Charli XCX,1999,1999,0.742,0.659,0.739,0.0329,0.0227,67,189
Post Malone,Hollywood's Bleeding,Saint-Tropez,0.684,0.295,0.617,0.0439,0.0545,79,150.867
Bonez MC,Palmen aus Plastik,Ohne mein Team,0.8,0.635,0.766,0.0938,0.16,69,188.504
Izi,Aletheia,48H (feat. Sfera Ebbasta),0.502,0.6,0.755,0.0655,0.307,63,198.125
Endy Chow,周國賢同名EP,目黑(合唱版),0.393,0.37,0.511,0.0357,0.675,48,196.933
Mares,Sunnanvind,Penseldrag,0.762,0.642,0.629,0.225,0.0254,47,189.175
Miki Núñez,Celébrate,Celébrate,0.745,0.792,0.633,0.0595,0.125,54,219.997
Jd Pantoja,Se Motiva,Se Motiva,0.638,0.886,0.777,0.0378,0.104,0,192.5
Dev Negi,"Ankhiyon Se Goli Mare Returns (From ""Pati Patni Aur Woh"")","Ankhiyon Se Goli Mare Returns (From ""Pati Patni Aur Woh"")",0.975,0.818,0.751,0.0941,0.121,48,219.491
Calboy,Envy Me,Envy Me,0.481,0.581,0.556,0.313,0.282,70,120.137
El Alfa,El Androide,Me Enamore,0.453,0.0997,0.79,0.121,0.139,53,229.916
Wesome,Málem,Málem,0.658,0.371,0.599,0.158,0.432,50,160.731
Dawid Podsiadło,"Matylda (na żywo, akustycznie)","Matylda (na żywo, akustycznie)",0.577,0.666,0.79,0.0357,0.641,50,326.379
Rvfv,Prendío,Prendío,0.544,0.896,0.83,0.0869,0.168,0,189.719
Natos y Waor,Hasta el amanecer,Hasta el amanecer,0.627,0.509,0.712,0.101,0.258,62,220.582
DaBaby,INTRO,INTRO,0.685,0.672,0.862,0.242,0.0342,1,172.8
Polycat,80 Kisses,เพื่อนไม่จริง,0.726,0.734,0.676,0.0339,0.159,53,274
Katrina & The Waves,Katrina & The Waves,Walking On Sunshine,0.869,0.944,0.596,0.037,0.0116,78,238.733
Lary Over,Súbete (Remix),Súbete - Remix,0.815,0.861,0.825,0.14,0.499,42,294.146
Manuel Medrano,Manuel Medrano,Donde Nadie Pueda Ir,0.381,0.322,0.726,0.0998,0.794,59,169.398
BHZ,So Leben Kann,So Leben Kann,0.669,0.769,0.931,0.279,0.0413,0,161.01
Fredo,Third Avenue,Survival of the Fittest,0.521,0.248,0.628,0.312,0.0394,45,135.64
Samra,Jibrail & Iblis,Berlin,0.661,0.584,0.689,0.211,0.692,63,173.747
Julia Wu,5 am,全世界的朋友都讓我失望,0.358,0.43,0.588,0.0423,0.732,46,214.904
Bring Me The Horizon,amo,MANTRA,0.817,0.599,0.5,0.0459,5.4e-4,65,233.129
Los Auténticos Decadentes,Fiesta Nacional (Mtv Unplugged),Loco (Tu Forma de Ser) [Ft. Rubén Albarrán] - MTV Unplugged,0.639,0.789,0.587,0.0357,0.395,72,249.307
Jonas Brothers,Happiness Begins,Comeback,0.553,0.185,0.55,0.0403,0.0913,59,155.68
Marso,Seven,Mrusnika,0.692,0.493,0.928,0.186,0.0066,26,138.24
Pritam,"Haan Main Galat (From ""Love Aaj Kal"")","Haan Main Galat (From ""Love Aaj Kal"")",0.736,0.893,0.685,0.0521,0.0997,66,218.644
Equalz,On It,On It,0.413,0.777,0.737,0.0957,0.25,45,150.042
LX,Obststand 2,Intro,0.759,0.493,0.683,0.406,0.172,42,95.365
Acru,Animal,ANIMAL,0.876,0.542,0.617,0.304,0.16,60,170.982
Maustetytöt,Viidestoista päivä,Viidestoista päivä,0.802,0.63,0.574,0.0286,0.0559,33,237.027
Omer Adam,עומר,אדון מרפי,0.311,0.692,0.576,0.0558,0.745,41,186.312
Geolier,Emanuele,Intro,0.711,0.184,0.756,0.172,0.343,53,121.907
Martin Matys,Fella (feat. Renne Dang),Fella (feat. Renne Dang),0.741,0.809,0.854,0.203,0.0873,33,178.674
Laylow,TRINITY,...DE BATARD (feat. Wit.),0.573,0.306,0.57,0.851,0.147,49,253.333
Khel Pangilinan,Weak,Weak,0.373,0.141,0.71,0.0618,0.179,64,211.2
Lil Kleine,Jongen Van De Straat,Financieel Beleid,0.493,0.187,0.796,0.369,0.0216,55,156.97
Polycat,80 Kisses,เวลาเธอยิ้ม,0.669,0.788,0.598,0.0419,0.244,56,227
Daniil,300,BS,0.33,0.717,0.872,0.236,0.0837,1,90.395
Vidar Villa,Pappa Sin Båt,Pappa Sin Båt,0.789,0.718,0.78,0.0542,0.229,54,153.52
Nightwish,HUMAN. :II: NATURE.,Harvest,0.474,0.371,0.534,0.0301,0.00884,58,313.934
Chris Burke,I Found You,I Found You,0.892,0.673,0.647,0.0661,0.00258,0,240
Max Korzh,Малолетка,Малолетка,0.545,0.346,0.761,0.271,0.132,51,211.319
Tiffany Young,Lips On Lips,Lips On Lips,0.641,0.376,0.586,0.0483,0.0822,54,224.254
Bizarrap,"Pekeño 77: Bzrp Music Sessions, Vol. 5","Pekeño 77: Bzrp Music Sessions, Vol. 5",0.817,0.68,0.796,0.0633,0.523,58,178.514
Cir.Cuz,Klisjé,Klisjé,0.693,0.527,0.737,0.0315,0.0504,47,188.867
Juice WRLD,Death Race For Love,Who Shot Cupid?,0.932,0.592,0.758,0.0372,0.0558,70,214.246
Kurdo,Nala,Nala,0.806,0.77,0.928,0.207,0.0307,52,150
Kartky,dom na skraju niczego,westworld,0.642,0.598,0.671,0.348,0.0557,39,233.628
Angèle,Brol,Tout oublier,0.542,0.285,0.692,0.197,0.493,67,202.12
Tiago Iorc,Reconstrução,A Vida Nunca Cansa,0.114,0.0841,0.413,0.0392,0.916,45,285.305
Beret,Prisma,Me llama,0.55,0.271,0.681,0.105,0.175,57,211.18
RIN,Nimmerland,M.I.A.,0.691,0.19,0.663,0.0586,0.0556,52,190.64
Đen,Đố Em Biết Anh Đang Nghĩ Gì (Madihu Remix) [feat. Biên],Đố Em Biết Anh Đang Nghĩ Gì (Madihu Remix) [feat. Biên],0.556,0.328,0.791,0.154,0.18,26,228.038
EVERGLOW,ARRIVAL OF EVERGLOW,Bon Bon Chocolat,0.828,0.634,0.719,0.0613,0.0343,69,228.682
Vegas Jones,La Bella Musica,Puertosol,0.711,0.18,0.665,0.169,0.113,52,190.452
Young Ellens,Young Ellens,Moneyseeka (feat. Chivv),0.567,0.678,0.872,0.272,0.094,56,139.605
Baggalútur,Jól og blíða,Rjúpur,0.706,0.592,0.627,0.0285,0.263,0,205.218
劉瑞琦,房間 (電影《超時空同居》插曲),房間 (電影《超時空同居》插曲),0.44,0.318,0.466,0.0462,0.699,57,241.905
Patty Pravo,Red,Un po' come la vita - Sanremo 2019,0.643,0.491,0.4,0.0392,0.28,24,204.547
Anuel AA,Emmanuel,Hasta Que Dios Diga,0.765,0.855,0.691,0.111,0.464,88,246
Megan Thee Stallion,B.I.T.C.H.,B.I.T.C.H.,0.731,0.547,0.742,0.306,0.0851,69,183.143
Wistful2010,He Stayed,Can You Love It,0.36,0.626,0.867,0.0499,0.289,0,121.051
Harold 69,Nochoice,End,0.556,0.811,0.914,0.0555,0.549,0,227.683
Ghali,DNA,Fallito,0.796,0.355,0.579,0.287,0.0646,41,191.875
tha Supreme,23 6451,bubb1e 9um,0.754,0.645,0.808,0.111,0.0296,56,118.717
Kollegah,Alphagene II,Valhalla,0.873,0.7,0.713,0.332,0.187,50,201.707
Marilia Monzón,OT Gala Eurovisión RTVE (Operación Triunfo 2018 / Eurovision Song Contest / Tel Aviv 2019),Todo Bien,0.751,0.878,0.697,0.198,0.243,32,184.093
Billo's Caracas Boys,Fin de Año,Año Nuevo,0.396,0.97,0.771,0.0706,0.666,27,171.389
"Arturo ""Zambo"" Cavero",Contigo Perú,Contigo Perú,0.545,0.55,0.63,0.0855,0.871,0,200.453
IRONBOY,กลับพร้อมเธอ,กลับพร้อมเธอ,0.543,0.379,0.552,0.0317,0.815,21,213
Kraantje Pappie,Nacht,Nacht,0.843,0.339,0.753,0.329,0.339,64,213.599
Peg Parnevik,27 Sorries,27 Sorries,0.702,0.506,0.646,0.0854,0.505,40,151.832
BATE,Casino Royale,Casino Royale,0.832,0.452,0.611,0.0502,0.0498,58,231.941
Hani,Til Dem,Til Dem,0.563,0.593,0.719,0.14,0.0921,30,167.244
Mehmet,I’m the Original,I’m the Original,0.686,0.374,0.534,0.298,0.17,41,152.094
Sarpsborg Kammerkor,Livets toner - en messe for eng og asfalt,Det Går Et Festtog Gjennom Landet!,0.459,0.722,0.495,0.0329,0.534,38,161.347
Mert,Delikanlı,Mula,0.608,0.326,0.787,0.0995,0.261,53,244
Burhan G,Et Barn Af Jul,Jeg Så Julemanden Kysse Mor,0.598,0.615,0.725,0.0313,0.162,13,207.179
Melek Mosso,Vursalar Ölemem,Vursalar Ölemem,0.298,0.365,0.682,0.0363,0.739,61,222.72
ScHoolboy Q,CrasH Talk,Drunk (feat. 6LACK),0.617,0.383,0.89,0.214,0.28,54,212.253
Piruka,Impossíveis,Impossíveis,0.557,0.27,0.756,0.246,0.383,52,219.385
Kaza,HEARTBREAK LIFE,Combien,0.634,0.423,0.667,0.0534,0.0498,60,197.933
$NOT,- TRAGEDY +,GOSHA,0.448,0.488,0.847,0.416,0.81,43,120
Snotkop,Sous,Dropit Soos 'n Disprin,0.904,0.774,0.557,0.259,0.0488,41,224.224
Djaga Djaga,11:55,Ride or Die,0.459,0.338,0.521,0.361,0.44,11,197.727
Ian,Slayer,Zambesc,0.579,0.359,0.795,0.0845,0.039,37,178.469
Josh Stanley,Swish,Swish,0.412,0.276,0.646,0.111,0.145,48,121.482
Ruel,Real Thing,Real Thing,0.586,0.478,0.671,0.0786,0.133,67,192.327
Sin Bandera,De Viaje,Mientes Tan Bien,0.188,0.488,0.607,0.0326,0.894,67,227.613
Camila Cabello,Romance,Liar,0.498,0.652,0.74,0.0456,0.0169,73,207.039
Sertab Erener,Kırık Kalpler Albümü,Olsun,0.32,0.309,0.666,0.0375,0.444,62,287.927
Pezet,Muzyka współczesna,Magenta (prod. Auer),0.842,0.569,0.742,0.226,0.519,62,200.333
DIAMOND MQT,Gucci Belt,Gucci Belt,0.575,0.649,0.835,0.128,0.0531,34,245.321
D-Block Europe,PTSD,Back To Back,0.605,0.586,0.887,0.189,0.155,53,199.111
Scarface,In De Ends (feat. Djaga Djaga & F.I.),In De Ends (feat. Djaga Djaga & F.I.),0.652,0.354,0.638,0.367,0.0575,31,222.604
Yzomandias,J. Eden Dva,Kyjev,0.436,0.829,0.721,0.143,0.112,33,104.555
PARTYNEXTDOOR,PARTYMOBILE,EYE ON IT,0.741,0.814,0.789,0.133,0.147,46,212.781
Sivas,Contra,Vink & Smil,0.483,0.219,0.825,0.117,0.544,31,164.157
Sivas,Contra,Ingen skyer solen skinner,0.528,0.0595,0.605,0.102,0.743,54,147.448
JJ Lin,新地球,手心的薔薇,0.499,0.17,0.422,0.0278,0.849,59,280.053
Myke Towers,Inocente,Inocente,0.748,0.94,0.757,0.186,0.0691,67,201.579
Loud,Tout ça pour ça,Off The Grid,0.535,0.597,0.716,0.239,0.367,41,242.587
Fricky,Beemer / Axlar,Beemer,0.602,0.806,0.754,0.12,0.0523,58,145.987
Juju,Bling Bling,Vermissen (feat. Henning May),0.668,0.464,0.717,0.0554,0.169,67,161.882
Tuna,ועכשיו לחלק האינטרגלקטי,אין בינינו חלל,0.578,0.275,0.718,0.0431,0.19,41,217.921
Childish Gambino,3.15.20,Algorhythm,0.649,0.478,0.715,0.109,0.036,64,212.107
Oasis,Don't Stop... (Demo),Don't Stop... - Demo,0.592,0.267,0.22,0.0381,0.241,55,296.467
Giaime,MULA,IQOS - feat. Ernia,0.586,0.487,0.796,0.0691,0.58,62,160.551
Fleetwood Mac,Rumours,Go Your Own Way - 2004 Remaster,0.947,0.803,0.583,0.0378,0.0185,75,223.613
Nils Bech,O Helga Natt,O Helga Natt,0.184,0.0512,0.148,0.041,0.922,17,316.695
Dadju,Poison Ou Antidote,Paire d'As,0.731,0.289,0.46,0.151,0.158,55,247.133
9m88,為i篩檢,為i篩檢,0.478,0.426,0.753,0.0381,0.776,42,211.973
Ninho,M.I.L.S 3,C'était le rap,0.625,0.61,0.781,0.0688,0.289,64,193.799
Hamza,Paradise,Addiction,0.503,0.295,0.714,0.187,0.426,44,206.572
梁釗峰,若然冬天沒有花,若然冬天沒有花,0.562,0.384,0.552,0.0371,0.276,38,297
Daniel Padilla,Himig Handog 2019,Mabagal,0.339,0.287,0.356,0.0369,0.508,57,226.728
Roddy Ricch,Please Excuse Me For Being Antisocial,High Fashion (feat. Mustard),0.499,0.511,0.831,0.114,0.269,87,220.487
TINI,22,22,0.643,0.806,0.704,0.0903,0.00807,69,159.188
Sivas,Contra,Rally (feat. Gilli),0.684,0.518,0.848,0.292,0.139,50,170.354
Volbeat,Leviathan,Leviathan,0.86,0.5,0.545,0.0383,0.00347,52,275.933
Yago Roche,Atrévete,Atrévete,0.654,0.805,0.871,0.15,0.27,73,190
Eason Chan,讓我留在你身邊,讓我留在你身邊,0.653,0.261,0.303,0.0434,0.053900000000000003,57,185.384
Sugar MMFK,Bon appétit,Bon appétit,0.672,0.347,0.699,0.339,0.0759,42,202.76
Bryant Myers,Como Panas,Como Panas,0.61,0.379,0.638,0.213,0.404,67,198.997
GJan,Pasiduodu Sau,Neleisk Man Užmigt,0.357,0.17,0.511,0.062,0.349,35,222.992
Trippie Redd,A Love Letter To You 4,This Ain't That,0.68,0.219,0.716,0.0589,0.114,64,207.059
Lizzo,Good as Hell (feat. Ariana Grande) [Remix],Good as Hell (feat. Ariana Grande) - Remix,0.892,0.478,0.668,0.0645,0.298,82,159.011
Felipe Araújo,Esquenta Do Felipe Araújo (Ao Vivo),Ainda Sou Tão Seu - Ao Vivo,0.678,0.604,0.725,0.0298,0.188,53,162.392
Bolémvn,Vol 169,10K,0.702,0.572,0.789,0.0382,0.388,71,176.973
Booba,Arc-en-ciel,Arc-en-ciel,0.418,0.357,0.583,0.0451,0.799,64,169.846
Michael Schulte,Dreamer,You Let Me Walk Alone,0.279,0.424,0.451,0.03,0.783,61,177.886
Sido,Ich & keine Maske,Papu,0.559,0.511,0.641,0.0743,0.0813,47,204.722
Dub Sharma,Gully Boy,Azadi,0.693,0.456,0.846,0.217,0.784,54,155.471
湯瑪仕與眾香港人,願榮光歸香港,願榮光歸香港,0.329,0.412,0.258,0.0297,0.756,45,105.714
Hatari,Spillingardans,Spillingardans,0.614,0.614,0.627,0.034,5.49e-4,1,223.702
Carpenters,Christmas Portrait (Special Edition/Reissue),Sleigh Ride,0.232,0.552,0.47,0.192,0.871,40,159.44
Y2K,Lalala,Lalala,0.391,0.496,0.843,0.0845,0.181,4,160.615
Stormzy,Own It (feat. Ed Sheeran & Burna Boy),Own It (feat. Ed Sheeran & Burna Boy),0.781,0.359,0.817,0.112,0.00838,24,216.707
Aitch,MICE,MICE,0.54,0.779,0.84,0.398,0.269,60,176.604
DENIS TEOFIKOV,Katastrofa,Katastrofa,0.712,0.693,0.592,0.0822,0.194,34,217.989
Maejor,Vol 1: Frequency,I Love You (432 Hz) (with Greeicy),0.418,0.792,0.78,0.12,0.884,49,170.797
Cem Adrian,Yeniden,Yeniden,0.788,0.222,0.408,0.214,0.157,55,250.5
Red Bull Pilvaker,Szeptember Végén,Szeptember Végén,0.812,0.492,0.65,0.0425,0.284,42,216
Ishay Ribo,אלול תשע״ט,אוחילה,0.252,0.162,0.615,0.0317,0.976,39,230.7
CHANMINA,ボイスメモ No. 5,ボイスメモ No. 5,0.666,0.22,0.736,0.0417,0.0795,58,163.04
Kensington,Control,Sorry,0.409,0.0895,0.461,0.0315,0.502,61,227.44
Splash Danero,Bop N Drip,Bop N Drip,0.433,0.5,0.769,0.135,0.135,0,189.283
Afaz Natural,Temor 2014,Quizás,0.649,0.366,0.65,0.158,0.29,0,222.857
Ghali,DNA,Good Times,0.736,0.593,0.719,0.0776,0.0315,59,163.073
Ecko,Ice,Ice,0.768,0.329,0.852,0.241,0.0268,0,100.356
Maikel Delacalle,Replay,Replay,0.8,0.765,0.726,0.0588,0.203,57,217.104
İdo Tatlıses,Buluşacaktık,Buluşacaktık,0.665,0.421,0.84,0.0443,0.178,63,169.39
PAY,Vant Til,Vant Til,0.61,0.409,0.852,0.0744,0.171,39,147.595
Artur Rojek,Kundel,Bez końca,0.75,0.565,0.718,0.0823,0.0581,49,244.5
Sho Madjozi,John Cena,John Cena,0.61,0.673,0.9,0.114,0.0366,50,181.422
Hemso,Knast oder Palast (feat. 18 Karat),Knast oder Palast (feat. 18 Karat),0.714,0.544,0.71,0.316,0.155,48,161.12
Burna Boy,African Giant,Dangote,0.651,0.8,0.539,0.403,0.505,56,225.405
Jon Z,Por Contarle Los Secretos,Por Contarle Los Secretos,0.765,0.392,0.772,0.066,0.0961,61,280.646
Frenna,’t album onderweg naar ‘Het Album’,Jij & Ik Forever,0.618,0.594,0.653,0.16,0.00594,28,161.351
Bausa,Licht (feat. Dardan),Licht (feat. Dardan),0.683,0.61,0.813,0.258,0.0553,44,184.583
Musketeers,Left Right And Something,ไกล,0.66,0.655,0.388,0.0289,0.544,54,273.493
Light,Ολα Τα Chains (feat. Dj Silence),Ολα Τα Chains (feat. Dj Silence),0.644,0.198,0.617,0.446,0.165,0,205.428
Sneazzy,NOUVO MODE,À QUOI TU JOUES,0.577,0.517,0.775,0.146,0.541,47,206.933
Eyal Golan,לא מבינה עברית,לא מבינה עברית,0.709,0.687,0.785,0.0399,0.0226,40,250.15
Lifehouse,Lifehouse,You And Me,0.427,0.354,0.459,0.0267,0.114,75,195.493
Pápai Joci,Az Én Apám,Az Én Apám,0.435,0.358,0.697,0.0437,0.767,41,181.875
Đen,Kobukovu,Mơ,0.624,0.492,0.462,0.322,0.682,43,225.879
Rake,First Sight,100万回の「I love you」,0.886,0.536,0.566,0.0425,0.175,57,238.013
Vidar Villa,Stikk Av Ditt Svin,Stikk Av Ditt Svin,0.682,0.785,0.743,0.033,0.343,47,135.968
Kaan Boşnak,Bırakma Kendini,Bırakma Kendini,0.574,0.577,0.652,0.0261,0.411,69,240.626
O.S.T.R.,Instrukcja Obsługi Świrów,LDZ Zmiennicy,0.657,0.41,0.664,0.0749,0.246,32,210.179
TOR Saksit,ยิ้มก็พอ,ยิ้มก็พอ feat. Wonderframe,0.556,0.559,0.812,0.0614,0.583,42,245.636
JóiPé,22:40-08:16,04:51,0.122,0.54,0.731,0.212,0.858,30,227
Ison & Fille,"Studio 100 (feat. Linda Pira, Parham, Naod, Saliboy, Aki, SHRN, Macky, Aleks, Blen, Ismael, Elias Abbas, Masse & Mack Beats)","Lägg ner ditt vapen Remix - Recorded at Spotify Studios Stockholm (feat. Linda Pira, Parham, Naod, Saliboy, Aki, SHRN, Macky, Aleks, Blen, Ismael, Elias Abbas, Masse & Mack Beats)",0.634,0.483,0.502,0.231,0.076,45,321.12
Vegas Jones,Bellaria,Malibu,0.544,0.284,0.809,0.227,0.0753,60,211.519
Rauw Alejandro,Que Le De,Que Le De,0.75,0.609,0.77,0.0785,0.19,70,225.6
TOQUEL,Ligo Parapano,Saites,0.65,0.293,0.388,0.24,0.684,42,185.104
Daniel Adams-Ray,"Svart, vitt och allt däremellan",Gubben i lådan,0.622,0.605,0.467,0.0263,0.00531,58,230.16
Marshmello,FRIENDS,FRIENDS,0.88,0.534,0.626,0.0504,0.205,82,202.621
Italian Somali,Yeyo,Yeyo,0.755,0.369,0.691,0.206,0.0123,7,190.746
Lino Golden,Cobain,Cobain,0.579,0.0852,0.834,0.302,0.359,43,185.143
G.E.M.,那一夜,那一夜,0.696,0.417,0.586,0.0408,0.0298,46,234.027
Birds Of Tokyo,Two Of Us,Two Of Us,0.608,0.427,0.334,0.0489,0.346,62,207.016
Carola,Carolas jul,Nu tändas tusen juleljus,0.103,0.255,0.173,0.0387,0.938,20,161.293
Old Dominion,Old Dominion,One Man Band,0.358,0.478,0.706,0.0348,0.677,73,186.24
Kim Larsen,Glemmebogen Jul & Nytår [Remastered],Så' det jul - 2011 Remastered Version,0.676,0.871,0.677,0.0324,0.286,13,180.573
Marpo,Generace velkejch snů,Generace velkejch snů,0.92,0.248,0.581,0.0932,0.017,30,266.22
Anonimus,Jukiao Remix,Jukiao - Remix,0.704,0.447,0.786,0.0759,0.0472,54,308.242
Papi Hans,Стой си вкъщи,Стой си вкъщи,0.646,0.494,0.869,0.137,0.189,30,180
Capital Bra,CB6,Sollte so sein,0.718,0.695,0.655,0.0471,0.13,53,182.275
Mikko Kuustonen,Huoneen täydeltä Pyhää / Joulu on muualla,Huoneen täydeltä Pyhää - Anna laulu lahjaksi,0.535,0.285,0.607,0.0373,0.144,3,226.707
Bizarrap,"John C: Bzrp Music Sessions, Vol. 18","John C: Bzrp Music Sessions, Vol. 18",0.714,0.864,0.698,0.367,0.368,66,133.692
Morat,Balas Perdidas,Mi Vida Entera,0.504,0.705,0.847,0.1,0.329,63,214.832
